BSN;Name;PLZ;Adresse;City;Latitude;Longitude;;;;;;;;;;;;;
12K12;Campus Hannah Höch (Gemeinschaftsschule);13435;Finsterwalder Str. 52-56;Berlin;52.60058;13.34315;;;;;;;;;;;;;
12G27;Chamisso-Grundschule;13435;Senftenberger Ring 27;Berlin;52.60167;13.35818;;;;;;;;;;;;;
12K02;Bettina-von-Arnim-Schule;13435;Senftenberger Ring 49;Berlin;52.60359;13.35491;;;;;;;;;;;;;
12G33;Lauterbach-Grundschule;13435;Senftenberger Ring 41;Berlin;52.60371;13.35946;;;;;;;;;;;;;
12S03;Lauterbach-Schule;13435;Senftenberger Ring 41;Berlin;52.60371;13.35946;;;;;;;;;;;;;
03G33;Jeanne-Barez-Schule (Grundschule);13127;Hauptstr. 66;Berlin;52.60418;13.43405;;;;;;;;;;;;;
12P19;APEGO-Schule Berlin (Gemeinschaftsschule);13469;Dianastr. 44-46;Berlin;52.60445;13.30937;;;;;;;;;;;;;
12P11;Alternativschule Berlin (Gemeinschaftsschule);13469;Bondickstr. 8-9;Berlin;52.60465;13.31543;;;;;;;;;;;;;
12P07;Private Goethe-Schulen;13435;Wittenauer Str. 112;Berlin;52.60636;13.34152;;;;;;;;;;;;;
12G17;Ellef-Ringnes-Grundschule;13503;Im Erpelgrund 11-17;Berlin;52.60799;13.23238;;;;;;;;;;;;;
03G40;Schule am Birkenhof;13127;Arnouxstr. 18;Berlin;52.60813;13.42421;;;;;;;;;;;;;
03S06;Schule am Birkenhof;13127;Arnouxstr. 18;Berlin;52.60813;13.42421;;;;;;;;;;;;;
12G19;Münchhausen-Grundschule;13469;Artemisstr. 22-26;Berlin;52.60848;13.31717;;;;;;;;;;;;;
12P04;Katholische Schule Salvator;13469;Fürst-Bismarck-Str. 8-10;Berlin;52.60935;13.3123;;;;;;;;;;;;;
12G28;Grundschule in den Rollbergen;13469;Waldshuter Zeile 6;Berlin;52.60955;13.33694;;;;;;;;;;;;;
03G23;Grundschule Alt-Karow;13125;Bahnhofstr. 32;Berlin;52.6096;13.47967;;;;;;;;;;;;;
12P10;Demokratische Schule X (Gemeinschaftsschule);13503;Keilerstr. 17 A;Berlin;52.61064;13.24856;;;;;;;;;;;;;
12P15;EJF - Fachschule für soziale Berufe;13503;Am Bärensprung 58;Berlin;52.61088;13.24805;;;;;;;;;;;;;
12G34;Otfried-Preußler-Grundschule;13503;Schulzendorfer Str. 99;Berlin;52.61307;13.22719;;;;;;;;;;;;;
12G22;Gustav-Dreyer-Grundschule;13467;Freiherr-vom-Stein-Str. 31;Berlin;52.61345;13.30373;;;;;;;;;;;;;
03G10;Grundschule am Hohen Feld;13125;Bedeweg 1;Berlin;52.61496;13.49631;;;;;;;;;;;;;
12G21;Grundschule am Fließtal;13467;Seebadstr. 42-43;Berlin;52.61524;13.32095;;;;;;;;;;;;;
12K09;Carl-Benz-Schule (Integrierte Sekundarschule);13467;Heidenheimer Str. 53-54;Berlin;52.61556;13.29901;;;;;;;;;;;;;
03Y16;Robert-Havemann-Gymnasium;13125;Achillesstr. 79;Berlin;52.61612;13.49279;;;;;;;;;;;;;
12Y05;Georg-Herwegh-Gymnasium;13467;Fellbacher Str. 18-19;Berlin;52.6168;13.30289;;;;;;;;;;;;;
03P23;Freie Naturschule im StadtGUT (Grundschule);13159;Hauptstr. 26;Berlin;52.61764;13.39261;;;;;;;;;;;;;
12P25;Elisabethstift-Schule;13467;Berliner Str. 118;Berlin;52.61799;13.31513;;;;;;;;;;;;;
03G35;Platanengrundschule;13159;Hauptstr. 20;Berlin;52.61816;13.38934;;;;;;;;;;;;;
12G20;Grundschule am Vierrutenberg;13469;Am Vierrutenberg 59-65;Berlin;52.61834;13.339;;;;;;;;;;;;;
12K11;Albrecht-Haushofer-Schule;13503;Kurzebracker Weg 40-46;Berlin;52.61882;13.22727;;;;;;;;;;;;;
12P06;Elisabethstift-Schule (Gemeinschaftsschule);13467;Falkentaler Steig 10;Berlin;52.62038;13.30295;;;;;;;;;;;;;
03G24;Grundschule im Panketal;13125;Achillesstr. 31;Berlin;52.62084;13.48626;;;;;;;;;;;;;
12K10;Carl-Bosch-Schule;13467;Frohnauer Str. 74-80;Berlin;52.6229;13.29322;;;;;;;;;;;;;
12S05;Wiesengrund-Schule;13467;Frohnauer Str. 74-80;Berlin;52.6229;13.29322;;;;;;;;;;;;;
03S10;Marianne-Buggenhagen-Schule;13125;Ernst-Busch-Str. 29;Berlin;52.62928;13.49146;;;;;;;;;;;;;
12P03;Evangelische Schule Frohnau;13465;Benediktinerstr. 11-19;Berlin;52.63146;13.2831;;;;;;;;;;;;;
03K10;Hufeland-Schule (Integrierte Sekundarschule);13125;Walter-Friedrich-Str. 16-18;Berlin;52.63332;13.49341;;;;;;;;;;;;;
12G24;Renée-Sintenis-Grundschule;13465;Laurinsteig 39-45;Berlin;52.63682;13.27248;;;;;;;;;;;;;
03G29;Grundschule Am Sandhaus;13125;Wiltbergstr. 37-39;Berlin;52.63726;13.49138;;;;;;;;;;;;;
12G23;Victor-Gollancz-Grundschule;13465;Gollanczstr. 18-24;Berlin;52.6382;13.28762;;;;;;;;;;;;;
03P33;Evangelische Schule Berlin Buch (Grundschule);13125;Wiltbergstr. 50;Berlin;52.63853;13.49044;;;;;;;;;;;;;
03P32;Montessori-Gemeinschaftsschule Berlin Buch;13125;Wiltbergstr. 90, Haus 23;Berlin;52.64106;13.48706;;;;;;;;;;;;;
